,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,test_accuracy_with_best_hyp,model_name,seed,param_base_estimator
33,0.6463999271392822,0.029301894818259924,0.004000473022460938,0.0006321840685848485,0.6000000000000001,3,50,,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 50}",0.5,0.51171875,0.65234375,0.46875,0.4588235294117647,0.5183272058823529,0.06976901764889348,33,0.696875,Light GBM,0,
34,1.0687983989715577,0.12670467675978622,0.005599880218505859,0.0014967585381008258,0.6000000000000001,3,100,,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 100}",0.46875,0.453125,0.64453125,0.41796875,0.4588235294117647,0.48863970588235295,0.0798028278271285,36,0.696875,Light GBM,0,
35,1.273397970199585,0.2841026525199273,0.006401586532592774,0.0020597827123244403,0.6000000000000001,3,150,,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 150}",0.4453125,0.4609375,0.6484375,0.4375,0.43137254901960786,0.4847120098039216,0.08245927088646755,37,0.696875,Light GBM,0,
36,1.065999174118042,0.24923514597702606,0.0036003589630126953,0.0013554256718405822,0.6000000000000001,5,50,,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 50}",0.30078125,0.484375,0.640625,0.3671875,0.4235294117647059,0.4432996323529411,0.11586189551902405,41,0.696875,Light GBM,0,
37,1.3805998802185058,0.4181645382157988,0.00540008544921875,0.002244895577495924,0.6000000000000001,5,100,,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 100}",0.32421875,0.46484375,0.65625,0.34375,0.4627450980392157,0.45036151960784315,0.11834793518056828,40,0.696875,Light GBM,0,
38,1.6461994171142578,0.6616317255290005,0.005000543594360351,0.002828121255248498,0.6000000000000001,5,150,,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 150}",0.42578125,0.265625,0.65234375,0.32421875,0.3803921568627451,0.409672181372549,0.1327088478905346,45,0.696875,Light GBM,0,
39,1.3605995178222656,0.3210382519040333,0.005200099945068359,0.0019389068738334078,0.6000000000000001,7,50,,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 50}",0.2578125,0.48046875,0.6640625,0.4296875,0.45098039215686275,0.4566023284313726,0.12952431347860152,38,0.696875,Light GBM,0,
40,1.6467984199523926,0.6482379422831638,0.0074005603790283205,0.0028002364583516117,0.6000000000000001,7,100,,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 100}",0.39453125,0.359375,0.66796875,0.3984375,0.43529411764705883,0.4511213235294118,0.11105738730752267,39,0.696875,Light GBM,0,
41,1.8745992183685303,0.799547897088041,0.005200099945068359,0.002994032924377331,0.6000000000000001,7,150,,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 150}",0.41796875,0.21875,0.65625,0.421875,0.43137254901960786,0.42924325980392164,0.13858240307755665,43,0.696875,Light GBM,0,
42,1.5074001789093017,0.46270240036481647,0.004999303817749023,0.0015492965308311418,0.6000000000000001,9,50,,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 50}",0.42578125,0.171875,0.66796875,0.40234375,0.4588235294117647,0.425358455882353,0.15796416290156323,44,0.696875,Light GBM,0,
43,1.831399154663086,0.7058098759989354,0.006400012969970703,0.005817261460541934,0.6000000000000001,9,100,,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 100}",0.37109375,0.4140625,0.6484375,0.42578125,0.3568627450980392,0.44324754901960783,0.10576224253729194,42,0.696875,Light GBM,0,
44,1.6827992916107177,0.39591656902319,0.003999900817871094,0.0026081685943584003,0.6000000000000001,9,150,,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 150}",0.43359375,0.47265625,0.64453125,0.45703125,0.4470588235294118,0.4909742647058824,0.0778312470468546,35,0.696875,Light GBM,0,
